ID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;C_6;C_7;C_8;C_9;C_10;C_11;C_12;C_13;C_14;C_15;C_16;C_17;C_18;C_19;C_20
1265;19.7.2002;29;2;3;8;15;18;21;24;31;35;36;37;46;50;51;55;64;65;68;71;77
1266;20.7.2002;29;1;12;15;16;19;24;28;36;41;49;55;59;62;65;68;69;71;76;77;78
1267;21.7.2002;29;3;9;21;27;29;31;36;38;41;44;47;52;55;62;63;65;69;74;79;80
1268;22.7.2002;30;2;4;11;13;23;29;31;32;34;36;40;41;48;51;59;70;72;76;77;79
1269;23.7.2002;30;9;11;12;13;14;26;28;30;32;35;40;49;55;58;61;62;63;70;71;76
1270;24.7.2002;30;5;11;16;22;23;28;29;34;35;38;41;46;49;55;64;65;66;70;75;79
1271;25.7.2002;30;3;6;8;11;15;18;19;21;32;35;39;45;47;60;62;64;69;71;76;79
1272;26.7.2002;30;2;4;9;15;17;19;20;26;29;33;34;45;62;64;65;66;69;72;79;80
1273;27.7.2002;30;1;2;10;11;17;19;33;40;42;47;50;51;53;54;56;63;66;69;71;77
1274;28.7.2002;30;1;6;13;16;17;20;22;31;39;45;46;51;55;61;62;65;67;72;76;79
1275;29.7.2002;31;2;19;26;29;35;40;51;52;61;62;63;65;68;69;73;74;75;78;79;80
1276;30.7.2002;31;7;8;16;20;24;31;34;37;38;40;49;53;54;55;60;62;63;73;77;80
1277;31.7.2002;31;4;5;7;8;15;20;22;27;28;33;38;40;42;48;51;53;57;63;65;67
1278;1.8.2002;31;5;7;15;22;23;37;40;41;43;46;47;50;52;54;58;65;69;70;79;80
1279;2.8.2002;31;2;6;7;8;10;15;17;19;20;22;31;32;34;40;45;48;60;68;71;74
1280;3.8.2002;31;2;10;14;25;31;32;35;36;39;40;42;43;44;49;65;70;73;74;77;79
1281;4.8.2002;31;2;8;11;14;16;17;21;22;34;36;37;39;45;47;49;62;68;69;70;80
1282;5.8.2002;32;6;7;10;12;20;26;29;36;37;43;45;48;52;56;57;58;67;68;75;76
1283;6.8.2002;32;1;2;4;8;20;21;23;30;31;35;36;39;41;49;55;59;64;71;79;80
1284;7.8.2002;32;1;3;4;6;11;22;23;26;34;35;36;38;41;47;53;57;60;68;73;77
1285;8.8.2002;32;1;2;7;12;14;21;22;29;30;31;35;38;39;42;47;52;55;66;67;77
1286;9.8.2002;32;8;9;10;17;20;24;25;26;33;36;38;39;42;45;50;60;62;64;74;77
1287;10.8.2002;32;2;3;5;10;18;27;29;32;33;36;39;41;48;52;54;60;63;66;73;79
1288;11.8.2002;32;2;6;8;9;10;14;20;22;25;31;35;47;50;51;61;65;70;72;74;75
1289;12.8.2002;33;1;2;11;14;15;16;18;21;24;29;37;40;42;46;48;58;66;71;75;76
1290;13.8.2002;33;2;9;20;22;32;40;45;47;48;52;53;55;56;59;61;65;71;72;75;76
1291;14.8.2002;33;2;5;8;25;32;36;40;45;47;48;51;53;58;59;60;61;64;68;79;80
1292;15.8.2002;33;3;7;11;16;21;24;25;27;34;37;41;44;50;51;63;65;70;72;77;79
1293;16.8.2002;33;1;6;10;20;22;24;26;28;29;30;31;36;45;48;51;62;69;72;79;80
1294;17.8.2002;33;3;9;10;14;17;18;20;23;25;26;27;38;40;42;44;52;54;61;69;78
1295;18.8.2002;33;1;5;7;11;12;13;14;18;22;34;35;42;44;50;59;60;62;70;73;76
1296;19.8.2002;34;5;10;13;15;16;18;19;21;24;33;41;44;46;47;55;64;65;73;75;77
1297;20.8.2002;34;4;9;10;14;15;18;24;30;36;40;43;48;49;50;54;56;61;67;68;77
1298;21.8.2002;34;1;11;15;17;21;22;27;33;40;44;51;55;57;64;66;67;70;71;73;74
1299;22.8.2002;34;1;6;14;16;18;19;28;32;33;36;43;44;47;49;51;54;56;73;74;80
1300;23.8.2002;34;4;5;7;12;16;17;21;28;37;39;44;45;51;59;63;70;71;75;77;79
1301;24.8.2002;34;6;9;10;14;15;16;18;27;31;32;39;41;49;50;51;63;65;66;72;79
1302;25.8.2002;34;9;14;15;19;21;26;48;49;51;52;53;55;56;57;61;67;71;76;78;79
1303;26.8.2002;35;1;2;5;9;10;14;15;18;23;27;31;32;36;40;45;48;57;65;70;79
1304;27.8.2002;35;4;5;6;10;11;14;16;32;33;34;43;44;48;54;59;64;68;75;77;80
1305;28.8.2002;35;2;8;9;10;12;17;22;26;32;40;48;52;63;66;68;73;74;76;77;79
1306;29.8.2002;35;1;8;9;16;26;29;33;37;39;42;43;50;51;54;64;67;71;74;75;80
1307;30.8.2002;35;1;4;13;15;21;23;27;31;33;42;43;60;64;65;66;72;74;76;79;80
1308;31.8.2002;35;1;6;13;14;17;19;20;24;38;46;47;54;57;63;64;68;69;70;72;79
1309;1.9.2002;35;2;7;17;19;23;26;37;41;45;50;51;55;56;58;60;61;70;71;77;80
1310;2.9.2002;36;1;2;8;9;21;22;29;35;38;44;47;48;53;54;55;57;65;66;70;74
1311;3.9.2002;36;1;11;19;21;24;27;30;31;34;35;42;48;51;52;53;55;61;62;70;79
1312;4.9.2002;36;7;12;17;20;21;25;35;42;46;47;54;59;68;69;72;74;76;77;78;80
1313;5.9.2002;36;10;11;13;17;18;23;24;27;28;31;38;42;45;48;50;51;60;74;75;80
1314;6.9.2002;36;7;8;12;13;15;17;19;25;30;32;37;50;51;52;54;55;56;58;59;80
1315;7.9.2002;36;3;5;6;9;11;18;19;20;22;23;28;30;35;37;45;46;47;64;66;72
1316;8.9.2002;36;1;4;8;12;15;23;27;32;35;36;41;43;59;61;62;66;68;72;73;78
1317;9.9.2002;37;11;12;21;22;25;31;33;36;39;40;41;42;52;54;62;64;65;73;76;78
1318;10.9.2002;37;5;25;26;27;29;31;38;39;45;46;50;54;55;56;58;67;68;73;76;79
1319;11.9.2002;37;1;6;10;21;22;29;31;33;35;38;40;44;48;51;58;64;67;71;72;80
1320;12.9.2002;37;2;4;5;8;13;14;19;20;21;22;23;27;44;50;56;59;62;69;70;78
1321;13.9.2002;37;1;3;11;12;27;28;30;35;36;41;45;46;48;50;52;54;72;73;76;80
1322;14.9.2002;37;1;14;16;17;33;35;38;39;41;42;44;47;60;63;64;66;68;71;76;80
1323;15.9.2002;37;4;7;10;19;20;22;23;30;31;32;36;39;46;47;51;56;62;64;77;80
1324;16.9.2002;38;1;2;6;26;30;36;40;42;47;48;56;58;62;63;69;70;71;73;74;77
1325;17.9.2002;38;2;16;17;20;22;26;28;31;39;55;56;58;60;63;66;71;73;76;78;80
1326;18.9.2002;38;4;7;11;13;15;16;21;23;26;28;29;32;34;35;56;66;68;69;77;80
1327;19.9.2002;38;2;3;4;6;12;22;24;30;40;42;43;45;47;56;57;59;62;65;69;73
1328;20.9.2002;38;1;3;7;9;17;23;25;29;31;38;48;50;55;56;57;58;59;76;78;79
1329;21.9.2002;38;2;3;5;7;19;21;24;27;30;34;37;42;43;55;57;58;59;60;79;80
1330;22.9.2002;38;7;8;10;17;23;31;35;46;47;51;56;58;60;61;63;65;68;71;76;79
1331;23.9.2002;39;6;7;10;11;20;22;27;29;33;38;48;49;52;65;66;67;68;74;76;79
1332;24.9.2002;39;2;10;28;36;37;38;46;48;54;59;60;61;63;67;69;70;74;76;79;80
1333;25.9.2002;39;4;6;7;10;15;16;17;18;23;25;27;30;31;39;41;44;52;68;73;74
1334;26.9.2002;39;9;15;17;18;19;22;24;25;30;36;38;46;47;52;53;58;60;61;72;77
1335;27.9.2002;39;2;7;11;20;22;28;33;35;41;42;44;47;48;53;54;62;63;75;78;80
1336;28.9.2002;39;3;9;10;12;14;18;19;25;26;37;42;43;46;49;51;52;54;62;71;78
1337;29.9.2002;39;2;5;6;7;8;10;17;23;24;29;34;39;48;54;55;58;71;72;73;78
1338;30.9.2002;40;3;5;7;9;13;15;19;39;45;47;50;51;53;55;58;61;66;68;74;79
1339;1.10.2002;40;68;35;75;14;62;41;49;28;6;60;44;38;67;80;59;78;17;25;31;29
1340;2.10.2002;40;48;31;73;4;63;5;26;2;34;52;15;6;14;16;56;54;24;80;37;67
1341;3.10.2002;40;50;75;23;70;4;80;65;68;22;25;19;49;24;47;2;44;17;21;59;38
1342;4.10.2002;40;29;14;65;39;60;78;34;79;25;51;26;58;50;24;31;41;67;63;32;19
1343;5.10.2002;40;30;66;10;32;54;74;51;37;70;3;5;9;24;75;47;48;38;62;78;49
1344;6.10.2002;40;13;12;69;11;54;35;40;2;72;60;18;15;38;46;47;4;66;7;16;32
1345;7.10.2002;41;40;15;10;32;70;8;60;77;11;6;46;76;37;38;12;68;31;55;29;1
1346;8.10.2002;41;44;22;29;70;18;24;19;6;71;51;55;78;75;68;60;41;39;62;56;43
1347;9.10.2002;41;46;10;54;79;4;29;27;65;64;75;67;23;31;28;30;78;40;43;50;60
1348;10.10.2002;41;37;32;1;30;3;38;36;23;46;9;50;11;19;78;26;13;40;52;70;2
1349;11.10.2002;41;37;62;6;53;52;39;20;74;34;75;1;46;41;32;48;43;56;12;45;9
1350;12.10.2002;41;26;36;51;5;50;3;41;64;58;53;65;70;45;42;19;1;75;59;25;78
1351;13.10.2002;41;50;25;23;60;76;38;29;26;40;4;68;43;30;54;47;70;18;67;69;32
1352;14.10.2002;42;50;20;77;43;13;26;19;53;32;30;23;62;59;72;44;5;73;66;48;11
1353;15.10.2002;42;35;76;47;31;75;80;23;40;51;67;39;28;5;4;72;45;8;9;52;3
1354;16.10.2002;42;69;56;71;49;62;52;44;65;54;42;5;67;33;74;43;21;46;55;11;64
1355;17.10.2002;42;60;40;6;22;61;1;27;67;36;33;34;13;52;79;28;43;46;45;8;54
1356;18.10.2002;42;64;65;79;29;63;75;50;25;67;42;59;78;28;43;33;23;48;19;55;74
1357;19.10.2002;42;65;58;31;22;42;69;36;75;62;68;33;19;73;29;72;55;10;41;60;2
1358;20.10.2002;42;46;40;57;47;12;62;80;77;67;3;61;64;63;33;34;66;37;9;17;26
1359;21.10.2002;43;15;35;21;66;61;48;54;5;45;47;37;8;71;27;25;77;33;16;63;2
1360;22.10.2002;43;18;47;11;24;13;21;19;40;26;72;32;57;71;33;20;78;64;74;17;36
1361;23.10.2002;43;63;3;13;32;54;65;72;68;8;5;79;42;18;16;73;61;56;29;27;40
1362;24.10.2002;43;36;79;77;6;19;5;9;24;7;8;53;31;16;58;67;25;74;75;61;13
1363;25.10.2002;43;17;61;16;27;46;69;21;62;37;78;39;66;53;8;2;73;75;56;67;45
1364;26.10.2002;43;64;35;39;20;46;62;36;5;14;71;25;23;11;55;73;69;24;70;21;75
1365;27.10.2002;43;70;26;64;58;21;9;13;29;79;72;75;42;53;52;30;3;65;57;15;76
1366;28.10.2002;44;39;53;3;15;11;35;36;65;25;56;76;67;54;52;73;12;55;66;58;72
1367;29.10.2002;44;3;39;33;62;71;49;28;2;14;77;29;73;9;22;60;36;32;54;23;1
1368;30.10.2002;44;41;80;36;22;10;61;6;7;16;8;48;75;39;20;19;23;28;51;31;54
1369;31.10.2002;44;35;32;28;29;22;9;55;76;62;38;66;5;72;21;46;3;49;75;71;78
1370;1.11.2002;44;46;2;45;60;3;26;4;6;25;15;74;52;49;75;38;43;33;42;64;28
1371;2.11.2002;44;44;59;7;11;53;62;70;66;77;14;67;17;24;3;25;2;78;72;64;80
1372;3.11.2002;44;65;8;20;79;43;40;60;56;53;74;76;29;18;9;13;26;48;52;12;10
1373;4.11.2002;45;33;76;70;41;25;9;8;67;53;15;75;73;55;11;66;40;21;80;1;22
1374;5.11.2002;45;17;63;52;40;57;64;61;78;36;30;55;16;19;66;74;9;56;5;26;4
1375;6.11.2002;45;73;53;40;62;79;51;39;72;44;28;2;6;66;80;43;9;78;7;29;11
1376;7.11.2002;45;7;4;68;1;12;29;76;43;66;23;15;24;17;28;74;36;52;18;78;58
1377;8.11.2002;45;66;8;32;79;60;41;31;73;13;75;62;25;55;74;58;67;48;16;72;64
1378;9.11.2002;45;33;70;73;27;80;10;77;57;53;16;56;75;25;19;76;5;78;58;60;50
1379;10.11.2002;45;24;51;18;20;3;28;54;16;61;29;52;34;35;6;57;77;31;27;78;75
1380;11.11.2002;46;41;47;3;12;61;31;25;22;72;53;5;1;69;77;67;7;63;10;51;39
1381;12.11.2002;46;23;44;67;75;8;64;18;48;17;49;79;22;52;51;40;30;14;29;71;66
1382;13.11.2002;46;44;33;20;66;45;80;16;12;5;26;3;21;65;46;57;39;8;19;50;6
1383;14.11.2002;46;60;3;7;43;19;27;80;39;53;11;6;5;33;8;56;75;63;66;26;79
1384;15.11.2002;46;70;59;80;39;56;40;69;66;63;71;6;50;42;27;45;75;64;18;1;54
1385;16.11.2002;46;58;5;30;69;64;21;68;8;43;54;71;32;57;60;42;53;55;52;11;19
1386;17.11.2002;46;3;45;58;11;39;10;61;29;4;62;76;41;35;18;72;34;15;49;78;26
1387;18.11.2002;47;31;75;22;66;61;38;60;40;50;69;36;51;44;15;10;63;41;62;56;1
1388;19.11.2002;47;28;66;50;3;5;68;58;69;80;12;4;9;57;19;35;14;27;77;24;56
1389;20.11.2002;47;26;64;3;61;79;53;29;77;7;9;22;38;65;16;72;12;59;40;68;21
1390;21.11.2002;47;24;32;13;57;73;1;53;55;44;54;41;42;27;33;66;17;5;19;20;60
1391;22.11.2002;47;15;36;25;64;60;52;73;28;9;58;51;49;79;42;54;30;38;19;13;24
1392;23.11.2002;47;28;71;62;12;32;23;65;40;80;17;42;14;41;26;54;9;77;50;57;18
1393;24.11.2002;47;20;58;7;50;23;70;76;10;51;49;38;37;39;24;26;12;63;79;25;9
1394;25.11.2002;48;37;59;74;22;60;79;38;28;67;68;51;6;34;76;10;66;14;54;69;17
1395;26.11.2002;48;14;58;41;9;69;19;16;40;29;64;33;53;38;1;28;76;68;34;80;18
1396;27.11.2002;48;54;9;42;1;2;27;25;60;43;19;67;14;40;6;79;77;69;41;49;50
1397;28.11.2002;48;27;64;7;5;72;45;73;1;32;76;80;75;43;26;35;10;2;60;14;38
1398;29.11.2002;48;64;20;49;70;76;57;15;25;43;50;22;68;38;30;42;74;39;69;6;28
1399;30.11.2002;48;13;12;58;5;45;10;6;75;17;49;50;62;31;56;19;22;32;47;36;2
1400;1.12.2002;48;20;15;45;32;22;63;35;23;39;16;77;13;70;72;11;52;36;59;34;69
1401;2.12.2002;49;6;27;63;3;7;37;25;11;60;64;69;80;17;61;52;14;35;48;44;75
1402;3.12.2002;49;60;57;26;62;66;43;30;8;18;50;21;13;35;68;14;45;42;65;7;54
1403;4.12.2002;49;35;3;53;77;20;19;52;50;46;48;79;56;70;25;10;59;73;41;2;23
1404;5.12.2002;49;57;35;25;31;79;69;55;5;78;18;52;19;45;37;28;3;16;38;13;59
1405;6.12.2002;49;32;74;64;47;9;2;73;46;20;24;28;6;75;34;13;77;57;43;55;4
1406;7.12.2002;49;45;28;63;64;32;66;61;47;65;2;43;40;59;30;24;69;7;80;55;8
1407;8.12.2002;49;41;54;5;77;65;78;80;60;37;73;62;58;57;47;34;17;9;45;53;21
1408;9.12.2002;50;57;59;76;52;1;48;25;35;15;68;49;47;61;34;2;27;56;19;53;6
1409;10.12.2002;50;47;49;44;12;25;48;61;56;28;52;29;50;59;67;9;72;20;70;33;37
1410;11.12.2002;50;23;32;41;17;18;68;14;35;12;80;52;28;42;56;40;4;5;30;77;20
1411;12.12.2002;50;3;50;21;39;13;49;48;58;25;30;41;38;71;47;10;1;74;42;17;46
1412;13.12.2002;50;9;79;70;72;39;33;64;76;30;73;24;35;28;38;2;57;59;6;11;44
1413;14.12.2002;50;52;51;28;26;13;1;21;29;71;5;70;53;40;10;67;54;63;45;80;30
1414;15.12.2002;50;32;11;59;17;49;55;76;47;71;50;5;16;48;56;78;15;80;66;6;42
1415;16.12.2002;51;70;10;1;45;43;40;61;64;41;12;34;24;21;69;14;51;80;48;5;23
1416;17.12.2002;51;40;14;5;77;26;71;58;17;28;21;59;50;45;7;69;75;31;64;74;42
1417;18.12.2002;51;62;10;6;42;16;9;14;40;65;34;47;60;23;78;24;44;55;79;52;20
1418;19.12.2002;51;18;58;14;74;13;11;4;53;6;34;38;15;52;37;60;64;33;42;68;75
1419;20.12.2002;51;71;40;17;57;68;1;76;21;35;54;79;47;32;24;70;8;75;73;66;55
1420;21.12.2002;51;36;62;23;9;38;59;51;11;31;8;61;16;71;75;64;15;48;55;42;19
1421;22.12.2002;51;22;51;79;52;53;6;33;50;71;80;29;73;70;5;2;56;55;30;47;25
1422;23.12.2002;52;8;80;54;66;26;22;2;16;15;67;74;43;55;52;11;21;73;61;45;53
1423;24.12.2002;52;23;71;30;5;2;1;9;43;4;8;18;65;12;34;3;26;53;77;78;25
1424;27.12.2002;52;3;7;78;67;63;57;2;38;6;41;53;66;1;55;36;27;29;14;13;50
1425;28.12.2002;52;28;23;10;52;17;16;22;64;79;72;36;62;78;26;51;70;37;61;50;65
1426;29.12.2002;52;40;5;56;68;74;31;18;66;48;63;13;17;64;20;23;79;45;4;42;29
1427;30.12.2002;1;1;48;72;31;8;71;73;80;58;55;21;38;49;12;66;79;30;33;35;70
1428;31.12.2002;1;43;10;67;39;1;30;74;46;20;79;69;45;56;3;52;8;29;37;5;9
1429;2.1.2003;1;74;41;15;23;12;19;18;14;29;30;8;56;24;70;55;16;72;4;46;51
1430;3.1.2003;1;77;39;44;21;41;19;78;60;59;67;76;48;20;53;13;38;54;51;7;4
1431;4.1.2003;1;4;10;53;54;5;18;13;27;19;59;11;3;24;70;64;15;22;75;28;57
1432;5.1.2003;1;56;72;33;70;35;31;2;79;47;18;57;75;68;10;4;16;41;43;73;77
1433;6.1.2003;2;18;49;52;20;67;70;68;54;16;78;14;57;24;48;39;9;75;1;22;27
1434;7.1.2003;2;18;74;72;62;48;21;37;11;53;44;51;75;77;67;49;4;13;20;47;36
1435;8.1.2003;2;42;24;41;31;49;70;3;72;54;67;6;46;36;13;8;62;68;48;7;71
1436;9.1.2003;2;28;66;34;75;22;23;24;47;51;44;61;65;67;72;56;27;52;70;4;41
1437;10.1.2003;2;43;18;42;22;6;29;69;80;30;66;78;49;15;8;62;60;52;23;71;31
1438;11.1.2003;2;59;41;28;48;21;77;68;4;37;63;30;20;8;22;60;55;16;19;64;49
1439;12.1.2003;2;55;48;39;46;80;19;16;36;65;67;1;23;47;35;30;60;8;24;38;71
1440;13.1.2003;3;21;36;51;38;60;3;31;39;45;19;28;16;14;63;73;15;6;47;37;43
1441;14.1.2003;3;36;21;25;49;14;15;9;8;79;51;67;45;66;35;55;7;52;11;20;42
1442;15.1.2003;3;30;66;79;36;61;59;22;2;67;80;73;52;1;42;20;7;38;4;75;34
1443;16.1.2003;3;75;65;21;43;30;44;28;18;56;62;6;42;14;48;67;34;22;16;20;40
1444;17.1.2003;3;68;29;62;41;73;23;9;63;10;49;45;52;79;77;3;30;44;24;65;40
1445;18.1.2003;3;77;66;63;39;34;29;43;72;57;68;1;23;75;56;73;65;28;74;46;40
1446;19.1.2003;3;1;31;46;38;41;72;24;62;64;17;12;63;50;37;7;9;49;18;56;59
1447;20.1.2003;4;14;71;7;20;24;40;80;32;17;13;76;2;34;75;63;62;46;69;50;8
1448;21.1.2003;4;76;5;25;31;6;49;13;71;32;75;63;66;1;12;17;64;19;37;20;42
1449;22.1.2003;4;60;70;7;27;39;13;59;16;38;61;63;54;15;77;23;20;3;34;69;80
1450;23.1.2003;4;56;5;8;24;43;33;18;15;27;17;49;59;7;42;38;26;68;66;35;22
1451;24.1.2003;4;24;22;61;72;38;55;75;10;71;29;37;78;80;27;51;67;58;7;36;77
1452;25.1.2003;4;69;21;79;1;38;24;49;7;68;12;70;27;43;3;52;22;59;48;26;18
1453;26.1.2003;4;12;72;19;46;55;48;2;54;74;78;37;60;7;71;11;64;22;76;38;59
1454;27.1.2003;5;79;75;25;12;55;35;17;37;61;20;71;80;13;10;52;63;5;59;44;41
1455;28.1.2003;5;46;16;43;35;78;37;36;79;33;5;66;56;40;42;64;70;53;14;72;49
1456;29.1.2003;5;30;15;50;7;72;23;55;63;19;16;73;11;75;26;60;76;64;33;78;13
1457;30.1.2003;5;74;66;7;71;47;68;38;54;10;73;42;69;48;2;65;24;29;39;5;8
1458;31.1.2003;5;70;53;19;4;77;65;12;44;64;42;5;37;28;13;14;43;22;31;68;50
1459;1.2.2003;5;41;52;15;76;56;2;72;30;12;38;51;31;17;66;45;61;64;55;27;73
1460;2.2.2003;5;15;7;49;73;48;31;39;24;17;29;9;57;60;55;64;16;8;43;79;68
1461;3.2.2003;6;37;51;18;29;50;70;48;74;32;24;22;47;63;27;76;9;30;39;60;72
1462;4.2.2003;6;2;5;28;61;59;74;40;29;25;47;72;66;67;8;73;10;11;9;15;1
1463;5.2.2003;6;42;21;16;55;27;23;62;58;6;48;3;70;38;79;10;61;47;5;8;78
1464;6.2.2003;6;57;75;7;22;77;62;51;71;41;49;20;31;26;4;13;53;74;18;16;46
1465;7.2.2003;6;76;77;58;12;61;7;55;47;43;64;59;22;26;30;54;34;24;62;8;79
1466;8.2.2003;6;60;32;23;11;62;54;8;44;59;46;9;1;25;39;27;7;5;73;31;41
1467;9.2.2003;6;60;73;31;4;28;57;24;55;2;25;15;59;77;36;32;71;3;18;67;52
1468;10.2.2003;7;19;7;6;52;71;13;4;68;70;17;38;51;66;11;31;55;59;64;57;37
1469;11.2.2003;7;60;67;56;46;15;73;43;49;27;31;21;30;3;51;57;76;12;66;59;39
1470;12.2.2003;7;18;65;50;59;15;46;79;42;71;21;25;52;41;64;49;31;58;80;13;51
1471;13.2.2003;7;22;79;62;1;52;41;45;71;20;36;75;49;77;48;56;64;46;60;23;17
1472;14.2.2003;7;2;74;14;69;43;49;54;59;13;80;39;52;53;10;70;11;77;15;78;29
1473;15.2.2003;7;77;27;16;74;67;69;31;36;29;7;39;65;62;41;73;58;21;49;2;43
1474;16.2.2003;7;75;26;69;7;65;5;54;12;28;40;45;72;46;79;9;76;51;34;67;1
1475;17.2.2003;8;46;12;2;28;14;71;21;67;68;18;24;70;52;39;64;50;48;1;26;76
1476;18.2.2003;8;35;44;18;66;73;51;5;76;77;12;43;32;25;7;6;13;36;71;40;41
1477;19.2.2003;8;3;38;34;9;71;63;46;45;18;1;19;47;74;60;39;75;64;13;31;7
1478;20.2.2003;8;68;60;24;51;57;16;34;56;29;22;15;49;26;14;38;59;79;10;19;74
1479;21.2.2003;8;45;54;56;65;62;16;7;8;51;30;15;22;19;41;40;38;21;27;13;47
1480;22.2.2003;8;2;1;54;61;70;76;57;42;15;79;30;23;12;16;66;69;31;71;50;4
1481;23.2.2003;8;21;45;12;64;68;13;79;54;23;69;46;41;70;44;49;50;78;36;25;30
1482;24.2.2003;9;16;61;31;72;49;69;11;1;67;58;46;59;27;36;54;38;37;79;63;4
1483;25.2.2003;9;34;21;31;78;22;51;32;30;66;28;56;61;14;25;1;70;63;35;17;10
1484;26.2.2003;9;7;57;27;73;65;39;64;8;32;15;3;49;43;54;37;71;77;20;25;21
1485;27.2.2003;9;44;51;14;63;2;67;62;73;66;68;71;26;38;18;30;25;37;56;50;55
1486;28.2.2003;9;69;9;50;32;7;23;78;31;4;55;67;43;77;57;65;62;61;47;73;51
1487;1.3.2003;9;47;1;42;75;56;62;77;19;49;32;68;72;63;57;5;64;80;45;7;59
1488;2.3.2003;9;5;78;41;75;74;27;47;46;63;70;7;16;18;15;4;57;62;3;56;64
1489;3.3.2003;10;73;30;60;64;8;76;74;53;2;17;63;11;58;78;12;16;77;34;1;18
1490;4.3.2003;10;12;18;65;70;39;11;73;63;62;37;59;10;29;34;45;71;25;41;40;1
1491;5.3.2003;10;30;38;4;3;65;61;7;57;18;78;1;34;22;24;68;46;56;53;10;40
1492;6.3.2003;10;75;54;18;19;65;63;24;12;53;37;45;1;44;38;59;20;43;35;9;49
1493;7.3.2003;10;46;70;19;40;10;75;37;20;31;11;38;28;45;13;7;17;57;80;12;22
1494;8.3.2003;10;61;50;47;44;69;41;29;16;20;35;42;25;66;65;52;71;19;64;43;15
1495;9.3.2003;10;74;69;54;4;78;42;62;18;53;47;55;28;34;11;71;29;3;8;24;17
1496;10.3.2003;11;28;16;76;61;18;77;55;66;29;44;54;47;69;50;30;70;5;26;80;22
1497;11.3.2003;11;10;70;42;62;80;39;33;76;13;58;11;22;18;31;29;19;30;78;44;16
1498;12.3.2003;11;68;52;74;38;40;12;5;63;60;66;1;73;16;6;8;42;43;72;65;58
1499;13.3.2003;11;45;57;68;42;72;38;6;63;39;19;8;43;44;54;10;16;29;1;15;52
1500;14.3.2003;11;4;30;76;63;42;64;28;51;44;71;53;45;68;9;56;13;62;61;29;79
1501;15.3.2003;11;29;53;16;22;27;75;68;44;74;60;41;51;33;37;12;64;46;14;69;34
1502;16.3.2003;11;75;12;45;66;1;55;60;28;39;47;7;61;13;29;4;69;26;9;57;6
1503;17.3.2003;12;54;74;51;70;69;19;62;80;50;49;11;27;26;39;32;44;37;43;28;61
1504;18.3.2003;12;4;68;28;52;51;48;69;9;71;38;14;6;35;36;25;72;76;55;50;43
1505;19.3.2003;12;61;73;16;37;70;10;78;57;41;66;17;27;25;63;65;46;50;38;74;12
1506;20.3.2003;12;55;10;3;61;57;14;16;36;51;59;66;80;27;50;44;71;73;28;35;20
1507;21.3.2003;12;60;26;66;56;8;10;39;67;61;7;59;34;11;50;78;9;43;32;41;45
1508;22.3.2003;12;4;51;64;27;50;2;22;73;66;46;55;31;68;29;28;72;37;25;80;44
1509;23.3.2003;12;23;1;56;25;57;7;73;19;42;64;55;8;58;67;62;35;49;75;68;59
1510;24.3.2003;13;72;29;71;46;38;16;45;41;74;24;19;3;17;43;36;48;9;21;79;69
1511;25.3.2003;13;52;66;42;15;64;46;77;2;55;78;56;30;51;47;8;4;9;43;17;14
1512;26.3.2003;13;52;62;42;39;20;60;15;69;77;54;8;6;10;4;64;2;70;16;75;78
1513;27.3.2003;13;40;26;79;10;50;44;49;29;32;67;34;75;48;37;68;11;35;7;54;28
1514;28.3.2003;13;72;73;10;22;13;62;43;11;25;17;45;56;37;75;5;51;60;34;3;23
1515;29.3.2003;13;70;63;36;23;20;46;34;8;15;6;4;44;24;40;78;55;57;5;17;13
1516;30.3.2003;13;14;61;80;42;75;4;38;15;55;59;76;37;60;29;28;49;3;53;50;44
1517;31.3.2003;14;62;7;49;19;58;2;50;68;77;45;74;51;8;57;22;27;6;1;21;44
1518;1.4.2003;14;30;20;21;49;15;31;50;7;37;68;26;65;23;40;2;55;54;3;12;67
1519;2.4.2003;14;66;9;75;5;13;76;46;44;11;29;38;30;68;15;71;57;52;51;20;17
1520;3.4.2003;14;47;32;9;30;36;61;56;5;48;10;25;21;16;26;44;34;59;28;23;4
1521;4.4.2003;14;47;54;63;17;80;52;44;19;67;43;12;79;39;69;8;74;22;18;2;41
1522;5.4.2003;14;55;41;45;74;80;7;46;23;63;31;19;35;50;39;28;75;6;49;17;40
1523;6.4.2003;14;26;7;70;23;16;68;14;37;75;66;27;17;58;40;13;79;78;15;1;55
1524;7.4.2003;15;29;24;32;14;45;67;74;55;12;60;70;20;59;31;1;17;38;2;19;6
1525;8.4.2003;15;63;6;68;18;11;34;7;77;38;73;70;16;57;17;22;65;80;37;54;62
1526;9.4.2003;15;66;4;17;71;25;21;75;56;77;34;24;16;1;3;29;69;62;23;53;13
1527;10.4.2003;15;49;64;8;79;65;78;30;52;63;37;35;68;5;2;60;45;4;27;12;28
1528;11.4.2003;15;50;39;72;23;40;38;53;36;75;1;35;55;43;62;80;66;74;61;21;28
1529;12.4.2003;15;41;6;71;13;42;35;26;67;48;78;61;58;56;14;53;23;21;27;11;38
1530;13.4.2003;15;25;32;69;61;33;23;57;36;53;16;3;17;46;28;56;11;14;30;35;49
1531;14.4.2003;16;31;80;57;39;61;3;65;48;8;25;18;62;41;68;23;46;24;43;1;58
